0,995004165	0,099833417
0,980066578	0,198669331
0,955336489	0,295520207
0,921060994	0,389418342
0,877582562	0,479425539
0,825335615	0,564642473
0,764842187	0,644217687
0,696706709	0,717356091
0,621609968	0,78332691
0,540302306	0,841470985
0,453596121	0,89120736
0,362357754	0,932039086
0,267498829	0,963558185
0,169967143	0,98544973
0,070737202	0,997494987
-0,029199522	0,999573603
-0,128844494	0,99166481
-0,227202095	0,973847631
-0,323289567	0,946300088
-0,416146837	0,909297427
-0,504846105	0,863209367
-0,588501117	0,808496404
-0,666276021	0,745705212
-0,737393716	0,675463181
-0,801143616	0,598472144
-0,856888753	0,515501372
-0,904072142	0,42737988
-0,942222341	0,33498815
-0,970958165	0,239249329
-0,989992497	0,141120008
-0,99913515	0,041580662
-0,998294776	-0,058374143
-0,98747977	-0,157745694
-0,966798193	-0,255541102
-0,936456687	-0,350783228
-0,896758416	-0,442520443
-0,848100032	-0,529836141
-0,790967712	-0,611857891
-0,725932304	-0,687766159
-0,653643621	-0,756802495
-0,574823947	-0,818277111
-0,490260821	-0,871575772
-0,400799172	-0,916165937
-0,30733287	-0,951602074
-0,210795799	-0,977530118
-0,112152527	-0,993691004
-0,012388663	-0,999923258
0,087498983	-0,996164609
0,186512369	-0,982452613
0,283662185	-0,958924275
0,377977743	-0,925814682
0,468516671	-0,883454656
0,554374336	-0,832267442
0,634692876	-0,772764488
0,708669774	-0,705540326
0,775565879	-0,631266638
0,834712785	-0,550685543
0,885519517	-0,464602179
0,927478431	-0,373876665
0,960170287	-0,279415498
0,983268438	-0,182162504
0,996542097	-0,083089403
0,999858636	0,0168139
0,993184919	0,116549205
0,976587626	0,215119988
0,950232592	0,311541364
0,914383148	0,404849921
0,86939749	0,494113351
0,8157251	0,578439764
0,753902254	0,656986599
0,684546666	0,72896904
0,608351315	0,793667864
0,526077517	0,850436621
0,438547328	0,898708096
0,346635318	0,937999977
0,251259843	0,967919672
0,153373862	0,988168234
0,053955421	0,998543345
-0,046002126	0,998941342
-0,145500034	0,989358247
-0,243544154	0,969889811
-0,339154861	0,940730557
-0,431376845	0,902171834
-0,519288654	0,854598908
-0,602011903	0,798487113
-0,678720047	0,734397098
-0,748646646	0,66296923
-0,811093014	0,584917193
-0,865435209	0,501020856
-0,911130262	0,412118485
-0,947721602	0,319098362
-0,974843621	0,222889914
-0,992225325	0,124454424
-0,999693042	0,024775425
-0,997172156	-0,07515112
-0,984687856	-0,174326781
-0,96236488	-0,271760626
-0,930426272	-0,366479129
-0,889191153	-0,457535894
-0,839071529	-0,544021111
-0,78056818	-0,625070649
-0,714265652	-0,699874688
-0,640826418	-0,76768581
-0,560984257	-0,827826469
-0,475536928	-0,87969576
-0,385338191	-0,922775422
-0,291289282	-0,956635016
-0,194329906	-0,98093623
-0,095428851	-0,995436253
0,004425698	-0,999990207
0,104236027	-0,994552588
0,203004864	-0,979177729
0,299745343	-0,95401925
0,393490866	-0,919328526
0,483304759	-0,875452175
0,56828963	-0,822828595
0,647596339	-0,761983584
0,720432479	-0,693525085
